Name,Price,Address,Link,Description,Photo,Date parse,Source
"3-комн. квартира, 61,8 м², 5/5 этаж",17 500 ₽/мес.,"Красноярский край, Красноярск, р-н Советский, мкр. Солнечный, улица 40 лет Победы, 2",https://krasnoyarsk.cian.ru/rent/flat/313858635/,"Сдается уютная студия на длительный срок, сделан свежий косметический ремонт. Рассматриваем в качестве жильцов всех порядочных, не более 3х человек. Есть кухонный гарнитур, холодильник, эл. плита, диван, шкаф, стиральная машинка автомат. Фото соответствует действительности. Так же рассматриваем арендаторов с мелким питомцем. Залог можно разделить, возвратный. БАЛКОНА НЕТ!

Обязательные коммунальные платежи включены в стоимость, без учета счетчиков.","['https://images.cdn-cian.ru/images/2405249786-1.jpg', 'https://images.cdn-cian.ru/images/2405249860-1.jpg', 'https://images.cdn-cian.ru/images/2405249822-1.jpg', 'https://images.cdn-cian.ru/images/2405249786-2.jpg', 'https://images.cdn-cian.ru/images/2405249860-2.jpg', 'https://images.cdn-cian.ru/images/2405249822-2.jpg', 'https://images.cdn-cian.ru/images/2405249890-2.jpg', 'https://images.cdn-cian.ru/images/2405249927-2.jpg', 'https://images.cdn-cian.ru/images/2405249973-2.jpg', 'https://images.cdn-cian.ru/images/2405250005-2.jpg', 'https://images.cdn-cian.ru/images/2405250030-2.jpg', 'https://images.cdn-cian.ru/images/2405250077-2.jpg', 'https://images.cdn-cian.ru/images/2405250106-2.jpg', 'https://images.cdn-cian.ru/images/2405250151-2.jpg', 'https://images.cdn-cian.ru/images/2405250190-2.jpg']",2025-03-26,krasnoyarsk.cian.ru
"3-комн. квартира, 70 м², 2/10 этаж",12 000 ₽/мес.,"Красноярский край, Красноярск, р-н Кировский, мкр. Первомайский, улица Гастелло, 27",https://krasnoyarsk.cian.ru/rent/flat/315207214/,"Реальный вариант! Гостинка в отличном районе!
Удобная транспортная развязка, рядом рынок Мави, спорткомплекс Авангард, очень красивый Храм!
Студия в хорошем состоянии, есть, что нужно для жизни. Все фото соответствуют. Чистая секция, есть железная дверь на 6 квартир.
Комиссию оплачиваете только при заселении.","['https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-gastello-2433428443-1.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-gastello-2433428442-1.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-gastello-2433413385-1.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-gastello-2433428443-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-gastello-2433428442-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-gastello-2433413385-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-gastello-2433428444-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-gastello-2433413392-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-gastello-2433428445-2.jpg']",2025-03-26,krasnoyarsk.cian.ru
"2-комн. квартира, 54 м², 2/10 этаж",17 000 ₽/мес.,"Красноярский край, Красноярск, р-н Железнодорожный, Северо-Енисейская улица, 48",https://krasnoyarsk.cian.ru/rent/flat/315200824/,"В аренду отличная студия на ""Космос-е"". Районность квартиры просто отличная! Мебель: 2-х спальный диван-книжка,  шкаф, столик, стол кухонный, сушилка для белья, мультиварка, стиральная машина-автомат, ЖК-телевизор, холодильник, чайник. В доме домофон и консьерж, везде очень чисто. Полноценная ванна и туалет. В комнате свежий ремонт, надёжная дверь. Оплата ВСЁ ВКЛЮЧЕНО! Внесение залога можно разделить на 4 месяца. Дополнительная информация по телефону.

В стоимость включены все коммунальные платежи, включая счетчики. Сдаю жильё в Красноярске на длительный срок.","['https://images.cdn-cian.ru/images/2434791772-1.jpg', 'https://images.cdn-cian.ru/images/2434791775-1.jpg', 'https://images.cdn-cian.ru/images/2433284587-1.jpg', 'https://images.cdn-cian.ru/images/2434791772-2.jpg', 'https://images.cdn-cian.ru/images/2434791775-2.jpg', 'https://images.cdn-cian.ru/images/2433284587-2.jpg', 'https://images.cdn-cian.ru/images/2434791781-2.jpg', 'https://images.cdn-cian.ru/images/2433284607-2.jpg', 'https://images.cdn-cian.ru/images/2433284613-2.jpg', 'https://images.cdn-cian.ru/images/2433284620-2.jpg']",2025-03-26,krasnoyarsk.cian.ru
Покровка 2-х квартира,55 000 ₽/мес.,"Красноярский край, Красноярск, р-н Свердловский, мкр. Южный берег, Парусная улица, 10",https://krasnoyarsk.cian.ru/rent/flat/315316055/,"Впервые сдаётся светлая 2-комнатная квартира с балконом и раздельным санузлом в ЖК Южный Берег. Её можно посмотреть когда вам удобно: бронируете время, забираете ключи или встречаетесь с менеджером и спокойно осматриваете. Если всё понравится, договор подпишем онлайн и будем поддерживать вас на всех этапах аренды. Коммунальные услуги и счётчики оплачиваются отдельно.

Состояние квapтиpы отличное, вce новое, рaнeе в аренду нe сдавали. Площадь квартиры 68 кв.м, комнaты пpостоpныe, раздельные. Кухня 13 кв.м. В квapтирe есть все нeoбходимоe для комфopтнoгo проживания: спальные мeстa, шкафы, гардеробная, оборудованная техникой и мебелью кухня (есть холодильник, стиральная машина, микроволновая печь, варочная панель, духовой шкаф, телевизор, утюг). Окна квартиры выходят на две стороны, кухня и зал - во двор.  Соседи приличные, двор закрытый. Проведён интернет. Есть бесплатная парковка.

Собственник готов заселить не более 2 взрослых жильцов с детьми и докупить мебель/технику. С питомцем нельзя.

Дом находится в районе с развитой инфраструктурой: в пешей доступности - школы, продуктовые супермаркеты, кафе и закусочные, салоны красоты и парикмахерские, аптеки и медицинские учреждения, ТЦ Атмосфера дома и Бульваръ. Рядом oстанoвки. До центра города 5-7 минут на автомобиле.","['https://images.cdn-cian.ru/images/2435585971-1.jpg', 'https://images.cdn-cian.ru/images/2435585973-1.jpg', 'https://images.cdn-cian.ru/images/2435585980-1.jpg', 'https://images.cdn-cian.ru/images/2435585971-2.jpg', 'https://images.cdn-cian.ru/images/2435585973-2.jpg', 'https://images.cdn-cian.ru/images/2435585980-2.jpg', 'https://images.cdn-cian.ru/images/2435585984-2.jpg', 'https://images.cdn-cian.ru/images/2435585986-2.jpg', 'https://images.cdn-cian.ru/images/2435585988-2.jpg', 'https://images.cdn-cian.ru/images/2435586005-2.jpg', 'https://images.cdn-cian.ru/images/2435586011-2.jpg', 'https://images.cdn-cian.ru/images/2435586014-2.jpg', 'https://images.cdn-cian.ru/images/2435586016-2.jpg', 'https://images.cdn-cian.ru/images/2435586024-2.jpg']",2025-03-26,krasnoyarsk.cian.ru
"3-комн. квартира, 72 м², 3/17 этаж",15 000 ₽/мес.,"Красноярский край, Красноярск, р-н Ленинский, улица 26 Бакинских Комиссаров, 13",https://krasnoyarsk.cian.ru/rent/flat/315350009/,"Сдам гостинку 17.2 кв.м. на КрасТЭЦ с ванной на длительный срок.

Квартира в нормальном жилом состоянии: пластиковое окно, в санузеле кафель на полу и на стенах, унитаз, установлена полноценная ванная (чугунная, глубокая), раковина для умывания, в комнате и коридоре на полу линолеум, на входе в квартиру надежная железная дверь, установлены счетчики на воду и электричество.

Квартира полностью укомплектована мебелью и бытовой техникой: кухонный гарнитур, электро плита с двумя комфорками, микроволновка, чайник, холодильник с отдельной морозильной камерой, стиральная машина, тумбочка для телевизора, шкаф, диван, кухонный стол, табуретки, гладильная доска, посуда. Без балкона.

Вид из окна на сквер и полицейский участок, под окнами всегда тихо.
Комната не угловая, светлая, 5-й этаж. Тихий двор. Много места для парковки, напротив окна большая парковочная площадка возле полиции.

Коммунальные платежи входят в стоимость арендной платы. Свет и вода оплачиваются дополнительно по счетчикам.

Оплата помесячная, вносится в день заселения на месяц вперёд. Залог в размере оплаты за один месяц (рассрочка залога возможна).
Квартира на ключах, покажу в удобное для вас время! Без дополнительных комиссий!","['https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-26-bakinskih-komissarov-2436355232-1.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-26-bakinskih-komissarov-2436361436-1.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-26-bakinskih-komissarov-2436343672-1.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-26-bakinskih-komissarov-2436355232-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-26-bakinskih-komissarov-2436361436-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-26-bakinskih-komissarov-2436343672-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-26-bakinskih-komissarov-2436257536-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-26-bakinskih-komissarov-2436355234-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-26-bakinskih-komissarov-2436355233-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-ulica-26-bakinskih-komissarov-2436257541-2.jpg']",2025-03-26,krasnoyarsk.cian.ru
"3-комн. квартира, 89 м², 12/17 этаж",25 000 ₽/мес.,"Красноярский край, Красноярск, р-н Кировский, мкр. Первомайский, Новая улица, 52",https://krasnoyarsk.cian.ru/rent/flat/315363403/,"Сдаётся просторная трёхкомнатная квартира площадью 61,8 кв. м на 5 этаже пятиэтажного дома. 
Идеальный вариант для семьи, которая ищет уютное и комфортное жильё. 

В вашем распоряжении мебель в комнате и на кухне, что позволяет сразу заселиться без дополнительных хлопот. 
Дом в хорошем состоянии, находится в спокойном районе. Парковка организована рядом с домом, поэтому можно не беспокоиться о месте для автомобиля. В шаговой доступности расположены школы, детские сады, клиники и магазины — всё, что нужно для комфортной жизни.

Условия аренды: заключение договора. Возможен залог - обсуждается. Рассматриваем арендаторов без вредных привычек, возможно проживание с детьми. 

Приглашаем вас на просмотр! Записывайтесь заранее, чтобы не упустить эту отличную возможность.","['https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-novaya-ulica-2436577632-1.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-novaya-ulica-2436504222-1.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-novaya-ulica-2436587854-1.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-novaya-ulica-2436577632-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-novaya-ulica-2436504222-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-novaya-ulica-2436587854-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-novaya-ulica-2436504194-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-novaya-ulica-2436504212-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-novaya-ulica-2436586491-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-novaya-ulica-2436504221-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-novaya-ulica-2436504191-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-novaya-ulica-2436504211-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-novaya-ulica-2436577636-2.jpg']",2025-03-26,krasnoyarsk.cian.ru
Однокомнатная квартира в центре,30 000 ₽/мес.,"Красноярский край, Красноярск, р-н Октябрьский, улица Копылова, 78",https://krasnoyarsk.cian.ru/rent/flat/312204980/,"Сдается в длительную аренду 3-х комнатная квартира после ремонта аккуратным, чистоплотным, спокойным жильцам(желателно семье с детьми). Чистая, светлая, теплая. просторная. Комнаты раздельные. Мебель в наличии, что на фотографиях(кухонный гарнитур, обеденная группа, эл. плита, микроволновая печь). Есть посуда. Стиральная машинка автомат. В комнатах, диван, 2 кресла, шкаф, комод. Холодильника нет, есть морозильная камера. Хорошие межкомнатные двери. Сан. узел раздельный. Возможность приобретения дополнительной  кровати по договоренности. Инфраструктура района развита, магазины, школа, дет. сад, все рядом. Удобная транспортная развязка. Есть кладовка. Рассмотрим жильцов с воспитанными питомцами. Все обговаривается индивидуально. Возможно приобретение 2х спальной кровати в счет аренды. В секции 2 квартиры, соседи спокойные. Окна выходят во двор. Подьезд чистый. Балкон остеклен. Есть встроенный шкаф в коридоре. Возможно сделать временную регистрацию.

Обязательные коммунальные платежи включены в стоимость, без учета счетчиков.","['https://images.cdn-cian.ru/images/2371129743-1.jpg', 'https://images.cdn-cian.ru/images/2371129805-1.jpg', 'https://images.cdn-cian.ru/images/2371129754-1.jpg', 'https://images.cdn-cian.ru/images/2371129743-2.jpg', 'https://images.cdn-cian.ru/images/2371129805-2.jpg', 'https://images.cdn-cian.ru/images/2371129754-2.jpg', 'https://images.cdn-cian.ru/images/2371129792-2.jpg', 'https://images.cdn-cian.ru/images/2371129779-2.jpg', 'https://images.cdn-cian.ru/images/2371129817-2.jpg', 'https://images.cdn-cian.ru/images/2371129763-2.jpg', 'https://images.cdn-cian.ru/images/2371129832-2.jpg', 'https://images.cdn-cian.ru/images/2371129847-2.jpg', 'https://images.cdn-cian.ru/images/2371129859-2.jpg', 'https://images.cdn-cian.ru/images/2371129874-2.jpg', 'https://images.cdn-cian.ru/images/2371129889-2.jpg', 'https://images.cdn-cian.ru/images/2371129902-2.jpg', 'https://images.cdn-cian.ru/images/2371129914-2.jpg', 'https://images.cdn-cian.ru/images/2371129924-2.jpg', 'https://images.cdn-cian.ru/images/2371129936-2.jpg', 'https://images.cdn-cian.ru/images/2371129943-2.jpg', 'https://images.cdn-cian.ru/images/2371129953-2.jpg', 'https://images.cdn-cian.ru/images/2371129973-2.jpg', 'https://images.cdn-cian.ru/images/2371129978-2.jpg', 'https://images.cdn-cian.ru/images/2371129987-2.jpg', 'https://images.cdn-cian.ru/images/2371130002-2.jpg', 'https://images.cdn-cian.ru/images/2371130009-2.jpg', 'https://images.cdn-cian.ru/images/2371130023-2.jpg', 'https://images.cdn-cian.ru/images/2371130027-2.jpg', 'https://images.cdn-cian.ru/images/2371130031-2.jpg']",2025-03-26,krasnoyarsk.cian.ru
"2-комн. квартира, 50 м², 1/17 этаж",22 000 ₽/мес.,"Красноярский край, Красноярск, р-н Октябрьский, Лесопарковая улица, 25",https://krasnoyarsk.cian.ru/rent/flat/315283057/,"Cдам квapтиру - cтудию в хорошем рaйонe. Большaя пapковка пeред дoмoм co шлaгбаумом. Чистый подъeзд.
В квapтиpе из мебeли есть вce для пpoживaния. Eсть холoдильник,плита, стиральная машинка. Косметический рeмoнт.  Сдaм на длитeльный сpок дoбpосовeстной девушке. Cобcтвенник.
 Оплaта по cчётчикам за электроэнергию.","['https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-lesoparkovaya-ulica-2434876571-1.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-lesoparkovaya-ulica-2434876770-1.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-lesoparkovaya-ulica-2434883762-1.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-lesoparkovaya-ulica-2434876571-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-lesoparkovaya-ulica-2434876770-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-lesoparkovaya-ulica-2434883762-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-lesoparkovaya-ulica-2434877171-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-krasnoyarsk-lesoparkovaya-ulica-2434883761-2.jpg']",2025-03-26,krasnoyarsk.cian.ru
Аренда от 1 месяца ....,32 000 ₽/мес.,"Красноярский край, Красноярск, р-н Советский, мкр. Взлетка, Взлетная улица, 26Г",https://krasnoyarsk.cian.ru/rent/flat/315077548/,"Сдаем 2-х комнатную квартиру на длительный срок. В квартире имеется всё от мебели до бытовой техники. Состояние обычное. Кухонный гарнитур, эл. плита с духовкой, обеденная группа, холодильник, стиральная машинка, микроволновая печь, телевизор. В одной комнате: кровать, шкаф; во второй: диван. Сан. узел раздельный в современном кафеле. Балкон остеклен. Теплая квартира, охраняемая парковка, въезд через шлагбаум. Желательно на долгий срок. Все как на фото. Предпочтение семейным с детьми. Рассмотрим жильцов с воспитанным питомцем. Залог обсуждается, можно разделить на 2 месяца, возвращается при выезде. Рядом с домом в ближайшее время откроется новая школа.

Обязательные коммунальные платежи включены в стоимость, без учета счетчиков.","['https://images.cdn-cian.ru/images/2430831670-1.jpg', 'https://images.cdn-cian.ru/images/2430831692-1.jpg', 'https://images.cdn-cian.ru/images/2430831711-1.jpg', 'https://images.cdn-cian.ru/images/2430831670-2.jpg', 'https://images.cdn-cian.ru/images/2430831692-2.jpg', 'https://images.cdn-cian.ru/images/2430831711-2.jpg', 'https://images.cdn-cian.ru/images/2430831714-2.jpg', 'https://images.cdn-cian.ru/images/2430831726-2.jpg', 'https://images.cdn-cian.ru/images/2431300676-2.jpg', 'https://images.cdn-cian.ru/images/2431300687-2.jpg', 'https://images.cdn-cian.ru/images/2431300683-2.jpg', 'https://images.cdn-cian.ru/images/2430831732-2.jpg', 'https://images.cdn-cian.ru/images/2430831741-2.jpg', 'https://images.cdn-cian.ru/images/2430831751-2.jpg', 'https://images.cdn-cian.ru/images/2430831761-2.jpg', 'https://images.cdn-cian.ru/images/2431300699-2.jpg']",2025-03-26,krasnoyarsk.cian.ru
"2-комн. квартира, 55 м², 11/19 этаж",49 000 ₽/мес.,"Красноярский край, Красноярск, р-н Центральный, мкр. Покровский, улица Дмитрия Мартынова, 9",https://krasnoyarsk.cian.ru/rent/flat/287020105/,"Работаем через наличный и безналичный расчёт. С физическими и юридическими лицами. (Расчетный счёт, чек с qr-кодом).
Также рассматриваем аренду 1,2,3 месяца для командировочных . 

Находится в самом центре микрорайона Покровка, в шаговой доступности находится больница НИИ Медицинских проблем Севера , ТЦ ""Зеленый"", Междугородний автовокзал, Краевая больница, Глазной центр. Остановки общественного транспорта (маршруты автобусов : 6, 11, 20, 49, 88)

В квартире есть все необходимое для комфортного проживания: две двуспальные кровати ,два раскладных дивана, холодильник, телевизор, электрический чайник, утюг, фен, микроволновая печь, стиральная машина автомат, посуда, чистое постельное бельё, полотенца, ТВ,. 

Плюс коммунальные платежи. 

Иван .","['https://images.cdn-cian.ru/images/61/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701871670-1.jpg', 'https://images.cdn-cian.ru/images/61/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701871683-1.jpg', 'https://images.cdn-cian.ru/images/61/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701871676-1.jpg', 'https://images.cdn-cian.ru/images/61/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701871670-2.jpg', 'https://images.cdn-cian.ru/images/61/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701871683-2.jpg', 'https://images.cdn-cian.ru/images/61/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701871676-2.jpg', 'https://images.cdn-cian.ru/images/71/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701871794-2.jpg', 'https://images.cdn-cian.ru/images/71/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701871788-2.jpg', 'https://images.cdn-cian.ru/images/81/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701871800-2.jpg', 'https://images.cdn-cian.ru/images/81/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701871826-2.jpg', 'https://images.cdn-cian.ru/images/81/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701871844-2.jpg', 'https://images.cdn-cian.ru/images/33/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701873377-2.jpg', 'https://images.cdn-cian.ru/images/33/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701873386-2.jpg', 'https://images.cdn-cian.ru/images/33/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701873388-2.jpg', 'https://images.cdn-cian.ru/images/43/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701873415-2.jpg', 'https://images.cdn-cian.ru/images/43/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701873438-2.jpg', 'https://images.cdn-cian.ru/images/43/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701873454-2.jpg', 'https://images.cdn-cian.ru/images/43/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701873460-2.jpg', 'https://images.cdn-cian.ru/images/78/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701878785-2.jpg', 'https://images.cdn-cian.ru/images/53/781/071/kvartira-krasnoyarsk-ulica-dmitriya-martynova-1701873550-2.jpg']",2025-03-26,krasnoyarsk.cian.ru
"2-комн. квартира, 50 м², 15/19 этаж",45 000 ₽/мес.,"Красноярский край, Красноярск, р-н Центральный, мкр. Покровский, Караульная улица, 82",https://krasnoyarsk.cian.ru/rent/flat/314088731/,"Cдается  двухкомнатная квартира на длительный срок. Квартира после ремонта, мебель и бытовая техника новая Комнаты раздельные, есть межкомнатные двери, сан узел раздельный. Cветлaя, уютнaя кваpтирa готовая для прoживания: в квaртиpе еcть вce необxoдимoe. Cпальные местa: 2х спaльная кpовать (комната), диван рacклaдывaемый (зал). Из тeхники вce необхoдимоe: пeчкa и духoвой шкаф, телевизоp. Дом удачно расположен, удобная транспортная развязка. Двор большой. Можно с маленьким животным

Обязательные коммунальные платежи включены в стоимость, без учета счетчиков. Без залога!","['https://images.cdn-cian.ru/images/2410533760-1.jpg', 'https://images.cdn-cian.ru/images/2410533816-1.jpg', 'https://images.cdn-cian.ru/images/2410533881-1.jpg', 'https://images.cdn-cian.ru/images/2410533760-2.jpg', 'https://images.cdn-cian.ru/images/2410533816-2.jpg', 'https://images.cdn-cian.ru/images/2410533881-2.jpg', 'https://images.cdn-cian.ru/images/2410533960-2.jpg', 'https://images.cdn-cian.ru/images/2410534042-2.jpg', 'https://images.cdn-cian.ru/images/2410534140-2.jpg', 'https://images.cdn-cian.ru/images/2410534227-2.jpg', 'https://images.cdn-cian.ru/images/2410534343-2.jpg', 'https://images.cdn-cian.ru/images/2410534455-2.jpg', 'https://images.cdn-cian.ru/images/2410534554-2.jpg', 'https://images.cdn-cian.ru/images/2410534624-2.jpg', 'https://images.cdn-cian.ru/images/2410534696-2.jpg', 'https://images.cdn-cian.ru/images/2410534768-2.jpg', 'https://images.cdn-cian.ru/images/2410534822-2.jpg', 'https://images.cdn-cian.ru/images/2410534848-2.jpg', 'https://images.cdn-cian.ru/images/2410534887-2.jpg', 'https://images.cdn-cian.ru/images/2410534923-2.jpg', 'https://images.cdn-cian.ru/images/2410534961-2.jpg', 'https://images.cdn-cian.ru/images/2410534989-2.jpg']",2025-03-26,krasnoyarsk.cian.ru
"Сдам 3 ком Попова 8а,  50,9 м2",10 000 ₽/мес.,"Красноярский край, Красноярск, р-н Ленинский, мкр. Черемушки, улица Тобольская, 3",https://krasnoyarsk.cian.ru/rent/flat/315330043/,Сдам гостинку в мкр. Черёмушки с мебелью и бытовой техникой на длительный срок. Смотреть и заезжать можно с 27 марта. Коммунальные платежи включены в стоимость. Комиссия за услуги оплачивается после подписания договора аренды.,"['https://images.cdn-cian.ru/images/kvartira-cheremushki-tobolskaya-ulica-2435883460-1.jpg', 'https://images.cdn-cian.ru/images/kvartira-cheremushki-tobolskaya-ulica-2435883458-1.jpg', 'https://images.cdn-cian.ru/images/kvartira-cheremushki-tobolskaya-ulica-2435879156-1.jpg', 'https://images.cdn-cian.ru/images/kvartira-cheremushki-tobolskaya-ulica-2435883460-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-cheremushki-tobolskaya-ulica-2435883458-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-cheremushki-tobolskaya-ulica-2435879156-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-cheremushki-tobolskaya-ulica-2435879122-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-cheremushki-tobolskaya-ulica-2435883438-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-cheremushki-tobolskaya-ulica-2435883420-2.jpg', 'https://images.cdn-cian.ru/images/kvartira-cheremushki-tobolskaya-ulica-2435883455-2.jpg']",2025-03-26,krasnoyarsk.cian.ru
"2-комн. квартира, 67 м², 1/10 этаж",29 500 ₽/мес.,"Красноярский край, Красноярск, р-н Октябрьский, мкр. Северо-Западный, улица Попова, 8А",https://krasnoyarsk.cian.ru/rent/flat/314139136/,"Сдав в аренду на длительный срок, тихое, спокойное место. Все в рабочем состоянии. Все дополнительные вопросы можем обсуждать.","['https://images.cdn-cian.ru/images/2411558216-1.jpg', 'https://images.cdn-cian.ru/images/2411558222-1.jpg', 'https://images.cdn-cian.ru/images/2411558231-1.jpg', 'https://images.cdn-cian.ru/images/2411558216-2.jpg', 'https://images.cdn-cian.ru/images/2411558222-2.jpg', 'https://images.cdn-cian.ru/images/2411558231-2.jpg', 'https://images.cdn-cian.ru/images/2411558245-2.jpg', 'https://images.cdn-cian.ru/images/2411558249-2.jpg', 'https://images.cdn-cian.ru/images/2411558258-2.jpg', 'https://images.cdn-cian.ru/images/2411558265-2.jpg', 'https://images.cdn-cian.ru/images/2411558281-2.jpg', 'https://images.cdn-cian.ru/images/2411558290-2.jpg', 'https://images.cdn-cian.ru/images/2411558301-2.jpg']",2025-03-26,krasnoyarsk.cian.ru
"Просторная однушка, всё есть",45 000 ₽/мес.,"Красноярский край, Красноярск, р-н Железнодорожный, улица Менжинского, 10д",https://krasnoyarsk.cian.ru/rent/flat/314943299/,"Сдам просторную 2к. квартиру. Свежий косметический ремонт. Отличное состояние! Имеется всё необходимое для комфортного проживания. Мебель, бытовая техника, посуда, постельное белье. Установлен кондиционер! Заходи и живи! Возможно доукомплектование необходимым. Кирпичный дом, положительные соседи. Закрытый двор. Во дворе свое парковочное место. Замечательная придомовая территория. Развитая инфраструктура всё необходимое рядом. Залог возможно разделить на два платежа.

Обязательные коммунальные платежи включены в стоимость, без учета счетчиков.","['https://images.cdn-cian.ru/images/2428122969-1.jpg', 'https://images.cdn-cian.ru/images/2428123081-1.jpg', 'https://images.cdn-cian.ru/images/2428122994-1.jpg', 'https://images.cdn-cian.ru/images/2428122969-2.jpg', 'https://images.cdn-cian.ru/images/2428123081-2.jpg', 'https://images.cdn-cian.ru/images/2428122994-2.jpg', 'https://images.cdn-cian.ru/images/2428123059-2.jpg', 'https://images.cdn-cian.ru/images/2428123025-2.jpg', 'https://images.cdn-cian.ru/images/2428123116-2.jpg', 'https://images.cdn-cian.ru/images/2428123154-2.jpg', 'https://images.cdn-cian.ru/images/2428123203-2.jpg', 'https://images.cdn-cian.ru/images/2428123229-2.jpg', 'https://images.cdn-cian.ru/images/2428123246-2.jpg', 'https://images.cdn-cian.ru/images/2428123187-2.jpg', 'https://images.cdn-cian.ru/images/2428123286-2.jpg', 'https://images.cdn-cian.ru/images/2428123307-2.jpg', 'https://images.cdn-cian.ru/images/2428123367-2.jpg', 'https://images.cdn-cian.ru/images/2428123268-2.jpg', 'https://images.cdn-cian.ru/images/2428123398-2.jpg']",2025-03-26,krasnoyarsk.cian.ru
